MvSl-1064-A1-R4_A1g00642	Black	OldStrata	1645733	1648754	6.20721473	5.102816982	1.06E-97	2.26E-94	7.238954872	7.082392035	2.068140537	2.114537831	69	86	0.802325581	Up	210	261	0.804597701
MvSl-1064-A1-R4_A1g00349	Black	OldStrata	1701948	1703146	10.89651077	2.448345756	1.57E-10	8.58E-09	11.86238788	11.4096367	9.013437315	9.375056075	290	270	1.074074074	Up	873	813	1.073800738
MvSl-1064-A1-R4_A1g00644	Black	OldStrata	1751427	1752854	5.076743613	-1.306575235	7.95E-08	3.00E-06	4.42698439	4.128287818	5.70716142	5.457345095	789	784	1.006377551	Down	2370	2355	1.006369427
MvSl-1064-A1-R4_A1g00854	Purple	OldStrata	1796095	1800988	7.27391874	0.751578848	0.000343104	0.006853261	7.590182561	7.611418397	6.648830291	7.026183504	900	860	1.046511628	Up	2703	2583	1.046457607
MvSl-1064-A1-R4_A1g00853	Purple	OldStrata	1834558	1837865	6.990703053	-1.487301401	2.69E-15	2.30E-13	6.047159869	6.082461412	7.576395002	7.524953348	872	842	1.035629454	Down	2619	2529	1.035587189
MvSl-1064-A1-R4_A1g01384	Black	OldStrata	1838292	1841771	7.461687284	-0.947792045	4.74E-06	0.000134121	6.799048222	7.016713595	7.929883853	7.784912615	1008	989	1.019211325	Down	3027	2970	1.019191919
MvSl-1064-A1-R4_A1g00628	Black	OldStrata	1872072	1874749	6.566260623	-3.018808589	1.17E-37	3.11E-35	4.241175309	4.517697719	7.61171613	7.149643951	176	231	0.761904762	Down	531	696	0.762931034
MvSl-1064-A1-R4_A1g00997	Blue	OldStrata	1970332	1974462	5.93035825	-3.509378289	8.24E-55	4.40E-52	3.405047503	3.215539058	6.86357204	6.754713857	628	690	0.910144928	Down	1887	2073	0.910274964
MvSl-1064-A1-R4_A1g00252	Black	OldStrata	2519820	2520678	1.456748042	-3.1475067	5.20E-12	3.32E-10	-0.688158539	-0.585987386	2.394101906	2.220362169	489	742	0.65902965	Down	1470	2229	0.65948856
MvSl-1064-A1-R4_A1g01220	Black	OldStrata	2575916	2576612	7.468211439	3.396664551	9.23E-53	4.64E-50	8.302720479	8.368936168	4.992427797	4.892830517	296	255	1.160784314	Up	891	768	1.16015625
MvSl-1064-A1-R4_A1g01174	Black	OldStrata	2576791	2577822	6.028028533	-1.343688683	9.53E-11	5.26E-09	5.23551822	5.179573941	6.693226827	6.389170415	406	321	1.264797508	Down	1221	966	1.263975155
MvSl-1064-A1-R4_A1g00626	Black	OldStrata	2709667	2711246	3.045373552	-1.254644399	9.35E-05	0.002143854	2.366772009	2.238324918	3.629806773	3.449210104	680	639	1.064162754	Down	2043	1920	1.0640625
MvSl-1064-A1-R4_A1g00283	Black	OldStrata	2725136	2725813	4.281422989	4.449535004	7.83E-39	2.16E-36	5.294040345	5.112382777	0.404087788	1.165494325	1625	1402	1.159058488	Up	4878	4209	1.158945118
MvSl-1064-A1-R4_A1g01302	Black	OldStrata	2775123	2776609	6.148703738	6.307186831	4.82E-106	2.06E-102	6.951716635	7.283842363	0.619046564	1.129723972	795	483	1.645962733	Up	2388	1452	1.644628099
MvSl-1064-A1-R4_A1g00516	Black	OldStrata	2776699	2777667	8.659814433	-0.952952226	0.000213002	0.00443055	8.032808644	8.176295153	9.232840031	8.861394841	327	335	0.976119403	Down	984	1008	0.976190476
MvSl-1064-A1-R4_A1g01347	Black	OldStrata	2994712	2997178	6.966932186	1.102009758	5.33E-09	2.29E-07	7.476094476	7.349922341	6.247961129	6.375872141	2125	2123	1.000942063	Up	6378	6372	1.00094162
MvSl-1064-A1-R4_A1g01164	Black	OldStrata	3033187	3035601	4.608905741	-0.782988706	0.001693951	0.027375404	4.05681556	4.272441398	5.004422425	4.890160511	1029	1059	0.971671388	Down	3090	3180	0.971698113
MvSl-1064-A1-R4_A1g00977	Black	OldStrata	3035765	3037588	5.585095293	-3.065033979	1.93E-41	5.89E-39	3.372499016	3.368172614	6.35862651	6.486066692	359	301	1.19269103	Down	1080	906	1.19205298
MvSl-1064-A1-R4_A1g00448	Black	OldStrata	3110528	3114459	6.769288689	-2.200893457	1.52E-25	2.25E-23	5.418827812	5.143487511	7.650779306	7.299533825	513	688	0.745639535	Down	1542	2067	0.746008708
MvSl-1064-A1-R4_A1g00118	Black	OldStrata	3139638	3144611	5.107026535	1.366976139	3.32E-09	1.45E-07	5.649590813	5.612257647	4.312758806	4.222475197	230	233	0.987124464	Up	693	702	0.987179487
MvSl-1064-A1-R4_A1g00495	Blue	OldStrata	3171155	3174630	6.456170652	-1.952930588	1.30E-23	1.65E-21	5.143992398	5.205598012	7.083055154	7.166291679	342	387	0.88372093	Down	1029	1164	0.884020619
