Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff
A2	MvSl-1064-A2-R4_MC01g02608	Autosome	4	69.5	278	0	0	0
A2	MvSl-1064-A2-R4_MC01g02609	Autosome	1	95	95	0	0	0
A2	MvSl-1064-A2-R4_MC01g02610	Autosome	2	101	202	0	0	0
A2	MvSl-1064-A2-R4_MC01g02611	Autosome	1	74	74	0	0	0
A2	MvSl-1064-A2-R4_MC01g02612	Autosome	1	77	77	0	0	0
A2	MvSl-1064-A2-R4_MC01g02613	Autosome	2	71.5	143	0	0	0
A2	MvSl-1064-A2-R4_MC01g02614	Autosome	8	93.125	745	0	0	0
A2	MvSl-1064-A2-R4_MC01g02615	Autosome	3	79.3333	238	0	0	0
A2	MvSl-1064-A2-R4_MC01g02616	Autosome	1	134	134	0	0	0
A2	MvSl-1064-A2-R4_MC01g02617	Autosome	5	111.8	559	0	0	0
A2	MvSl-1064-A2-R4_MC01g02618	Autosome	3	89.6667	269	0	0	0
A2	MvSl-1064-A2-R4_MC01g02619	Autosome	1	228	228	0	0	0
A2	MvSl-1064-A2-R4_MC01g02620	Autosome	2	121	242	0	0	0
A2	MvSl-1064-A2-R4_MC01g02621	Autosome	5	149.8	749	0	0	0
A2	MvSl-1064-A2-R4_MC01g02623	Autosome	6	88.1667	529	0	0	0
A2	MvSl-1064-A2-R4_MC01g02624	Autosome	4	121.25	485	0	0	0
A2	MvSl-1064-A2-R4_MC01g02625	Autosome	2	62	124	0	0	0
A2	MvSl-1064-A2-R4_MC01g02626	Autosome	6	89.5	537	0	0	0
A2	MvSl-1064-A2-R4_MC01g02627	Autosome	5	80.8	404	0	0	0
A2	MvSl-1064-A2-R4_MC01g02628	Autosome	3	350.667	1052	0	0	0
A2	MvSl-1064-A2-R4_MC01g02629	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02630	Autosome	6	92	552	0	0	0
A2	MvSl-1064-A2-R4_MC01g02631	Autosome	2	74	148	0	0	0
A2	MvSl-1064-A2-R4_MC01g02632	Autosome	2	51	102	0	0	0
A2	MvSl-1064-A2-R4_MC01g02633	Autosome	31	86.0968	2669	0	0	0
A2	MvSl-1064-A2-R4_MC01g02634	Autosome	11	67.6364	744	0	0	0
A2	MvSl-1064-A2-R4_MC01g02635	Autosome	2	74	148	0	0	0
A2	MvSl-1064-A2-R4_MC01g02636	Autosome	6	82	492	0	0	0
A2	MvSl-1064-A2-R4_MC01g02637	Autosome	7	145.143	1016	0	0	0
A2	MvSl-1064-A2-R4_MC01g02638	Autosome	4	111.75	447	0	0	0
A2	MvSl-1064-A2-R4_MC01g02639	Autosome	3	164	492	0	0	0
A2	MvSl-1064-A2-R4_MC01g02640	Autosome	2	88	176	0	0	0
A2	MvSl-1064-A2-R4_MC01g02641	Autosome	6	65	390	0	0	0
A2	MvSl-1064-A2-R4_MC01g02642	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02644	Autosome	6	69	414	0	0	0
A2	MvSl-1064-A2-R4_MC01g02645	Autosome	9	92.1111	829	0	0	0
A2	MvSl-1064-A2-R4_MC01g02646	Autosome	6	99	594	0	0	0
A2	MvSl-1064-A2-R4_MC01g02647	Autosome	4	166.75	667	0	0	0
A2	MvSl-1064-A2-R4_MC01g02648	Autosome	2	72.5	145	0	0	0
A2	MvSl-1064-A2-R4_MC01g02649	Autosome	1	77	77	0	0	0
A2	MvSl-1064-A2-R4_MC01g02650	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02651	Autosome	6	70.1667	421	0	0	0
A2	MvSl-1064-A2-R4_MC01g02652	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02653	Autosome	2	104	208	0	0	0
A2	MvSl-1064-A2-R4_MC01g02654	Autosome	4	129.25	517	0	0	0
A2	MvSl-1064-A2-R4_MC01g02655	Autosome	2	122.5	245	0	0	0
A2	MvSl-1064-A2-R4_MC01g02656	Autosome	3	107.667	323	0	0	0
A2	MvSl-1064-A2-R4_MC01g02657	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02658	Autosome	3	128.667	386	0	0	0
A2	MvSl-1064-A2-R4_MC01g02660	Autosome	4	78.75	315	0	0	0
A2	MvSl-1064-A2-R4_MC01g02661	Autosome	1	68	68	0	0	0
A2	MvSl-1064-A2-R4_MC01g02662	Autosome	1	75	75	0	0	0
A2	MvSl-1064-A2-R4_MC01g02663	Autosome	12	108.833	1306	0	0	0
A2	MvSl-1064-A2-R4_MC01g02664	Autosome	1	206	206	0	0	0
A2	MvSl-1064-A2-R4_MC01g02665	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02666	Autosome	8	132.875	1063	0	0	0
A2	MvSl-1064-A2-R4_MC01g02667	Autosome	1	69	69	0	0	0
A2	MvSl-1064-A2-R4_MC01g02668	Autosome	2	122	244	0	0	0
A2	MvSl-1064-A2-R4_MC01g02669	Autosome	3	79.6667	239	0	0	0
A2	MvSl-1064-A2-R4_MC01g02670	Autosome	3	107	321	0	0	0
A2	MvSl-1064-A2-R4_MC01g02671	Autosome	1	86	86	0	0	0
A2	MvSl-1064-A2-R4_MC01g02672	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02674	Autosome	1	75	75	0	0	0
A2	MvSl-1064-A2-R4_MC01g02675	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02676	Autosome	7	106.571	746	0	0	0
A2	MvSl-1064-A2-R4_MC01g02677	Autosome	7	103.286	723	0	0	0
A2	MvSl-1064-A2-R4_MC01g02678	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02679	Autosome	1	47	47	0	0	0
A2	MvSl-1064-A2-R4_MC01g02680	Autosome	2	114	228	0	0	0
A2	MvSl-1064-A2-R4_MC01g02681	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02682	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02683	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02684	Autosome	8	80.375	643	0	0	0
A2	MvSl-1064-A2-R4_MC01g02685	Autosome	6	74.6667	448	0	0	0
A2	MvSl-1064-A2-R4_MC01g02686	Autosome	1	71	71	0	0	0
A2	MvSl-1064-A2-R4_MC01g02687	Autosome	3	85	255	0	0	0
A2	MvSl-1064-A2-R4_MC01g02688	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02689	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02690	Autosome	8	86.25	690	0	0	0
A2	MvSl-1064-A2-R4_MC01g02691	Autosome	7	72.7143	509	0	0	0
A2	MvSl-1064-A2-R4_MC01g02692	Autosome	2	85.5	171	0	0	0
A2	MvSl-1064-A2-R4_MC01g02693	Autosome	3	123.667	371	0	0	0
A2	MvSl-1064-A2-R4_MC01g02694	Autosome	1	169	169	0	0	0
A2	MvSl-1064-A2-R4_MC01g02695	Autosome	1	98	98	0	0	0
A2	MvSl-1064-A2-R4_MC01g02696	Autosome	1	229	229	0	0	0
A2	MvSl-1064-A2-R4_MC01g02697	Autosome	2	108.5	217	0	0	0
A2	MvSl-1064-A2-R4_MC01g02698	Autosome	3	115.667	347	0	0	0
A2	MvSl-1064-A2-R4_MC01g02699	Autosome	6	81.5	489	0	0	0
A2	MvSl-1064-A2-R4_MC01g02700	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02701	Autosome	1	74	74	0	0	0
A2	MvSl-1064-A2-R4_MC01g02702	Autosome	5	81.8	409	0	0	0
A2	MvSl-1064-A2-R4_MC01g02703	Autosome	3	114.333	343	0	0	0
A2	MvSl-1064-A2-R4_MC01g02704	Autosome	1	43	43	0	0	0
A2	MvSl-1064-A2-R4_MC01g02705	Autosome	4	113.75	455	0	0	0
A2	MvSl-1064-A2-R4_MC01g02706	Autosome	4	104	416	0	0	0
A2	MvSl-1064-A2-R4_MC01g02707	Autosome	5	159.2	796	0	0	0
A2	MvSl-1064-A2-R4_MC01g02708	Autosome	6	75.1667	451	0	0	0
A2	MvSl-1064-A2-R4_MC01g02709	Autosome	5	99.4	497	0	0	0
A2	MvSl-1064-A2-R4_MC01g02710	Autosome	5	136	680	0	0	0
A2	MvSl-1064-A2-R4_MC01g02711	Autosome	3	122.667	368	0	0	0
A2	MvSl-1064-A2-R4_MC01g02712	Autosome	4	107.25	429	0	0	0
A2	MvSl-1064-A2-R4_MC01g02713	Autosome	5	82	410	0	0	0
A2	MvSl-1064-A2-R4_MC01g02714	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02715	Autosome	6	99.1667	595	0	0	0
A2	MvSl-1064-A2-R4_MC01g02716	Autosome	5	152.2	761	0	0	0
A2	MvSl-1064-A2-R4_MC01g02717	Autosome	2	85.5	171	0	0	0
A2	MvSl-1064-A2-R4_MC01g02718	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02719	Autosome	7	143.143	1002	0	0	0
A2	MvSl-1064-A2-R4_MC01g02720	Autosome	7	74.5714	522	0	0	0
A2	MvSl-1064-A2-R4_MC01g02721	Autosome	13	74.3846	967	0	0	0
A2	MvSl-1064-A2-R4_MC01g02722	Autosome	4	50.25	201	0	0	0
A2	MvSl-1064-A2-R4_MC01g02723	Autosome	1	152	152	0	0	0
A2	MvSl-1064-A2-R4_MC01g02724	Autosome	5	71.4	357	0	0	0
A2	MvSl-1064-A2-R4_MC01g02725	Autosome	4	98.5	394	0	0	0
A2	MvSl-1064-A2-R4_MC01g02726	Autosome	6	73.6667	442	0	0	0
A2	MvSl-1064-A2-R4_MC01g02727	Autosome	6	72.1667	433	0	0	0
A2	MvSl-1064-A2-R4_MC01g02728	Autosome	6	100	600	0	0	0
A2	MvSl-1064-A2-R4_MC01g02729	Autosome	3	80	240	0	0	0
A2	MvSl-1064-A2-R4_MC01g02730	Autosome	3	169.333	508	0	0	0
A2	MvSl-1064-A2-R4_MC01g02731	Autosome	5	84	420	0	0	0
A2	MvSl-1064-A2-R4_MC01g02732	Autosome	2	168.5	337	0	0	0
A2	MvSl-1064-A2-R4_MC01g02733	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02734	Autosome	1	208	208	0	0	0
A2	MvSl-1064-A2-R4_MC01g02735	Autosome	4	83.5	334	0	0	0
A2	MvSl-1064-A2-R4_MC01g02736	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02737	Autosome	2	98	196	0	0	0
A2	MvSl-1064-A2-R4_MC01g02738	Autosome	5	89	445	0	0	0
A2	MvSl-1064-A2-R4_MC01g02739	Autosome	6	81.5	489	0	0	0
A2	MvSl-1064-A2-R4_MC01g02740	Autosome	6	69.1667	415	0	0	0
A2	MvSl-1064-A2-R4_MC01g02741	Autosome	3	214	642	0	0	0
A2	MvSl-1064-A2-R4_MC01g02742	Autosome	7	90	630	0	0	0
A2	MvSl-1064-A2-R4_MC01g02743	Autosome	3	151.333	454	0	0	0
A2	MvSl-1064-A2-R4_MC01g02744	Autosome	10	96.5	965	0	0	0
A2	MvSl-1064-A2-R4_MC01g02745	Autosome	2	71.5	143	0	0	0
A2	MvSl-1064-A2-R4_MC01g02746	Autosome	4	68.25	273	0	0	0
A2	MvSl-1064-A2-R4_MC01g02747	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02748	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02749	Autosome	7	71.2857	499	0	0	0
A2	MvSl-1064-A2-R4_MC01g02750	Autosome	8	69.625	557	0	0	0
A2	MvSl-1064-A2-R4_MC01g02751	Autosome	5	102.4	512	0	0	0
A2	MvSl-1064-A2-R4_MC01g02752	Autosome	6	72.8333	437	0	0	0
A2	MvSl-1064-A2-R4_MC01g02753	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02754	Autosome	5	72	360	0	0	0
A2	MvSl-1064-A2-R4_MC01g02755	Autosome	1	274	274	0	0	0
A2	MvSl-1064-A2-R4_MC01g02756	Autosome	4	125.75	503	0	0	0
A2	MvSl-1064-A2-R4_MC01g02757	Autosome	1	76	76	0	0	0
A2	MvSl-1064-A2-R4_MC01g02758	Autosome	6	95.5	573	0	0	0
A2	MvSl-1064-A2-R4_MC01g02759	Autosome	3	71.3333	214	0	0	0
A2	MvSl-1064-A2-R4_MC01g02760	Autosome	1	52	52	0	0	0
A2	MvSl-1064-A2-R4_MC01g02761	Autosome	4	117.75	471	0	0	0
A2	MvSl-1064-A2-R4_MC01g02762	Autosome	2	73.5	147	0	0	0
A2	MvSl-1064-A2-R4_MC01g02763	Autosome	4	62.5	250	0	0	0
A2	MvSl-1064-A2-R4_MC01g02764	Autosome	6	100.5	603	0	0	0
A2	MvSl-1064-A2-R4_MC01g02765	Autosome	3	124	372	0	0	0
A2	MvSl-1064-A2-R4_MC01g02766	Autosome	10	69.5	695	0	0	0
A2	MvSl-1064-A2-R4_MC01g02767	Autosome	6	101.667	610	0	0.166	1
A2	MvSl-1064-A2-R4_MC01g02768	Autosome	2	80	160	0	0	0
A2	MvSl-1064-A2-R4_MC01g02769	Autosome	2	72	144	0	0	0
A2	MvSl-1064-A2-R4_MC01g02770	Autosome	3	97.6667	293	0	0	0
A2	MvSl-1064-A2-R4_MC01g02771	Autosome	4	94	376	0	0	0
A2	MvSl-1064-A2-R4_MC01g02772	Autosome	5	64.8	324	0	0	0
A2	MvSl-1064-A2-R4_MC01g02773	Autosome	3	187	561	0	0	0
A2	MvSl-1064-A2-R4_MC01g02774	Autosome	2	98	196	0	0	0
A2	MvSl-1064-A2-R4_MC01g02775	Autosome	8	77.625	621	0	0	0
A2	MvSl-1064-A2-R4_MC01g02776	Autosome	2	153	306	0	0	0
A2	MvSl-1064-A2-R4_MC01g02777	Autosome	11	99.5455	1095	0	0	0
A2	MvSl-1064-A2-R4_MC01g02778	Autosome	6	85.8333	515	0	0	0
A2	MvSl-1064-A2-R4_MC01g02779	Autosome	3	91	273	0	0	0
A2	MvSl-1064-A2-R4_MC01g02780	Autosome	5	138	690	0	0	0
A2	MvSl-1064-A2-R4_MC01g02781	Autosome	5	127.6	638	0	0	0
A2	MvSl-1064-A2-R4_MC01g02782	Autosome	10	96.3	963	0	0	0
A2	MvSl-1064-A2-R4_MC01g02783	Autosome	6	146.333	878	0	0	0
A2	MvSl-1064-A2-R4_MC01g02784	Autosome	2	97	194	0	0	0
A2	MvSl-1064-A2-R4_MC01g02785	Autosome	8	94.625	757	0	0	0
A2	MvSl-1064-A2-R4_MC01g02786	Autosome	2	126.5	253	0	0	0
A2	MvSl-1064-A2-R4_MC01g02787	Autosome	3	77	231	0	0	0
A2	MvSl-1064-A2-R4_MC01g02788	Autosome	5	128.6	643	0	0	0
A2	MvSl-1064-A2-R4_MC01g02789	Autosome	2	88	176	0	0	0
A2	MvSl-1064-A2-R4_MC01g02790	Autosome	7	80.1429	561	0	0	0
A2	MvSl-1064-A2-R4_MC01g02791	Autosome	1	83	83	0	0	0
A2	MvSl-1064-A2-R4_MC01g02792	Autosome	4	110.5	442	0	0	0
A2	MvSl-1064-A2-R4_MC01g02793	Autosome	1	258	258	0	0	0
A2	MvSl-1064-A2-R4_MC01g02794	Autosome	2	79.5	159	0	0	0
A2	MvSl-1064-A2-R4_MC01g02795	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02796	Autosome	4	202.25	809	0	0	0
A2	MvSl-1064-A2-R4_MC01g02797	Autosome	1	75	75	0	0	0
A2	MvSl-1064-A2-R4_MC01g02798	Autosome	8	83.875	671	0	0	0
A2	MvSl-1064-A2-R4_MC01g02799	Autosome	4	77.25	309	0	0	0
A2	MvSl-1064-A2-R4_MC01g02800	Autosome	4	80.5	322	0	0	0
A2	MvSl-1064-A2-R4_MC01g02801	Autosome	2	76	152	0	0	0
A2	MvSl-1064-A2-R4_MC01g02802	Autosome	2	120	240	0	0	0
A2	MvSl-1064-A2-R4_MC01g02803	Autosome	2	82	164	0	0	0
A2	MvSl-1064-A2-R4_MC01g02804	Autosome	9	71.1111	640	0	0	0
A2	MvSl-1064-A2-R4_MC01g02805	Autosome	2	75	150	0	0	0
A2	MvSl-1064-A2-R4_MC01g02806	Autosome	1	119	119	0	0	0
A2	MvSl-1064-A2-R4_MC01g02807	Autosome	8	105.25	842	0	0	0
A2	MvSl-1064-A2-R4_MC01g02808	Autosome	2	116	232	0	0	0
A2	MvSl-1064-A2-R4_MC01g02809	Autosome	6	99.3333	596	0	0	0
A2	MvSl-1064-A2-R4_MC01g02810	Autosome	4	83.25	333	0	0	0
A2	MvSl-1064-A2-R4_MC01g02811	Autosome	2	70	140	0	0	0
A2	MvSl-1064-A2-R4_MC01g02812	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02813	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02814	Autosome	4	166.5	666	0	0	0
A2	MvSl-1064-A2-R4_MC01g02815	Autosome	2	124.5	249	0	0	0
A2	MvSl-1064-A2-R4_MC01g02816	Autosome	2	90.5	181	0	0	0
A2	MvSl-1064-A2-R4_MC01g02817	Autosome	18	77.3889	1393	0	0	0
A2	MvSl-1064-A2-R4_MC01g02818	Autosome	1	83	83	0	0	0
A2	MvSl-1064-A2-R4_MC01g02819	Autosome	3	80.3333	241	0	0	0
A2	MvSl-1064-A2-R4_MC01g02820	Autosome	5	115	575	0	0	0
A2	MvSl-1064-A2-R4_MC01g02821	Autosome	3	76.6667	230	0	0	0
A2	MvSl-1064-A2-R4_MC01g02822	Autosome	4	85	340	0	0	0
A2	MvSl-1064-A2-R4_MC01g02823	Autosome	5	73.4	367	0	0	0
A2	MvSl-1064-A2-R4_MC01g02824	Autosome	6	97.3333	584	0	0	0
A2	MvSl-1064-A2-R4_MC01g02825	Autosome	4	110	440	0	0	0
A2	MvSl-1064-A2-R4_MC01g02826	Autosome	7	90.1429	631	0	0	0
A2	MvSl-1064-A2-R4_MC01g02827	Autosome	10	83	830	0	0	0
A2	MvSl-1064-A2-R4_MC01g02828	Autosome	7	123.571	865	0	0	0
A2	MvSl-1064-A2-R4_MC01g02829	Autosome	1	120	120	0	0	0
A2	MvSl-1064-A2-R4_MC01g02830	Autosome	1	137	137	0	0	0
A2	MvSl-1064-A2-R4_MC01g02831	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02832	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02833	Autosome	2	46	92	0	0	0
A2	MvSl-1064-A2-R4_MC01g02834	Autosome	3	45	135	0	0	0
A2	MvSl-1064-A2-R4_MC01g02835	Autosome	1	84	84	0	0	0
A2	MvSl-1064-A2-R4_MC01g02836	Autosome	6	72.3333	434	0	0	0
A2	MvSl-1064-A2-R4_MC01g02837	Autosome	4	80.75	323	0	0	0
A2	MvSl-1064-A2-R4_MC01g02838	Autosome	2	123	246	0	0	0
A2	MvSl-1064-A2-R4_MC01g02839	Autosome	5	79.8	399	0	0	0
A2	MvSl-1064-A2-R4_MC01g02840	Autosome	3	87.6667	263	0	0	0
A2	MvSl-1064-A2-R4_MC01g02841	Autosome	14	114.429	1602	0	0	0
A2	MvSl-1064-A2-R4_MC01g02842	Autosome	2	85.5	171	0	0	0
A2	MvSl-1064-A2-R4_MC01g02843	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02844	Autosome	3	127.333	382	0	0	0
A2	MvSl-1064-A2-R4_MC01g02845	Autosome	8	84.5	676	0	0	0
A2	MvSl-1064-A2-R4_MC01g02846	Autosome	1	79	79	0	0	0
A2	MvSl-1064-A2-R4_MC01g02847	Autosome	1	91	91	0	0	0
A2	MvSl-1064-A2-R4_MC01g02848	Autosome	9	78.2222	704	0	0	0
A2	MvSl-1064-A2-R4_MC01g02849	Autosome	3	76	228	0	0	0
A2	MvSl-1064-A2-R4_MC01g02850	Autosome	3	111.333	334	0	0	0
A2	MvSl-1064-A2-R4_MC01g02851	Autosome	2	85.5	171	0	0	0
A2	MvSl-1064-A2-R4_MC01g02852	Autosome	2	90.5	181	0	0	0
A2	MvSl-1064-A2-R4_MC01g02853	Autosome	8	95.125	761	0	0.25	2
A2	MvSl-1064-A2-R4_MC01g02854	Autosome	2	155.5	311	0	0	0
A2	MvSl-1064-A2-R4_MC01g02855	Autosome	5	103	515	0	0	0
A2	MvSl-1064-A2-R4_MC01g02856	Autosome	5	85.4	427	0	0	0
A2	MvSl-1064-A2-R4_MC01g02857	Autosome	3	67.6667	203	0	0	0
A2	MvSl-1064-A2-R4_MC01g02858	Autosome	2	83.5	167	0	0	0
A2	MvSl-1064-A2-R4_MC01g02859	Autosome	3	65.3333	196	0	0	0
A2	MvSl-1064-A2-R4_MC01g02860	Autosome	7	74.2857	520	0	0	0
A2	MvSl-1064-A2-R4_MC01g02861	Autosome	7	77.4286	542	0	0	0
A2	MvSl-1064-A2-R4_MC01g02862	Autosome	12	78.5833	943	0	0	0
A2	MvSl-1064-A2-R4_MC01g02865	Autosome	3	82	246	0	0	0
A2	MvSl-1064-A2-R4_MC01g02866	Autosome	3	90.6667	272	0	0	0
A2	MvSl-1064-A2-R4_MC01g02867	Autosome	1	141	141	0	0	0
A2	MvSl-1064-A2-R4_MC01g02868	Autosome	2	52	104	0	0	0
A2	MvSl-1064-A2-R4_MC01g02870	Autosome	1	51	51	0	0	0
A2	MvSl-1064-A2-R4_MC01g02871	Autosome	1	41	41	0	0	0
A2	MvSl-1064-A2-R4_MC01g02872	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02873	Autosome	2	72.5	145	0	0	0
A2	MvSl-1064-A2-R4_MC01g02874	Autosome	3	69	207	0	0	0
A2	MvSl-1064-A2-R4_MC01g02875	Autosome	9	88.4444	796	0	0	0
A2	MvSl-1064-A2-R4_MC01g02876	Autosome	1	57	57	0	0	0
A2	MvSl-1064-A2-R4_MC01g02877	Autosome	2	155	310	0	0	0
A2	MvSl-1064-A2-R4_MC01g02878	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02879	Autosome	5	61.4	307	0	0	0
A2	MvSl-1064-A2-R4_MC01g02880	Autosome	1	53	53	0	0	0
A2	MvSl-1064-A2-R4_MC01g02881	Autosome	5	132.2	661	0	0	0
A2	MvSl-1064-A2-R4_MC01g02882	Autosome	6	84	504	0	0	0
A2	MvSl-1064-A2-R4_MC01g02883	Autosome	2	127.5	255	0	0	0
A2	MvSl-1064-A2-R4_MC01g02884	Autosome	11	86.6364	953	0	0	0
A2	MvSl-1064-A2-R4_MC01g02885	Autosome	3	105.333	316	0	0	0
A2	MvSl-1064-A2-R4_MC01g02886	Autosome	1	44	44	0	0	0
A2	MvSl-1064-A2-R4_MC01g02887	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02888	Autosome	4	55.25	221	0	0	0
A2	MvSl-1064-A2-R4_MC01g02889	Autosome	5	82.6	413	0	0	0
A2	MvSl-1064-A2-R4_MC01g02890	Autosome	11	87.4545	962	0	-0.8181	-9
A2	MvSl-1064-A2-R4_MC01g02891	Autosome	7	65.5714	459	0	0	0
A2	MvSl-1064-A2-R4_MC01g02892	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02893	Autosome	1	0	0	0	44	44
A2	MvSl-1064-A2-R4_MC01g02895	Autosome	2	98	196	0	0	0
A2	MvSl-1064-A2-R4_MC01g02896	Autosome	2	123	246	0	0	0
A2	MvSl-1064-A2-R4_MC01g02897	Autosome	4	83	332	0	0	0
A2	MvSl-1064-A2-R4_MC01g02898	Autosome	13	81.3077	1057	0	0	0
A2	MvSl-1064-A2-R4_MC01g02899	Autosome	1	68	68	0	0	0
A2	MvSl-1064-A2-R4_MC01g02900	Autosome	5	92.8	464	0	0	0
A2	MvSl-1064-A2-R4_MC01g02901	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02902	Autosome	7	93.4286	654	0	0	0
A2	MvSl-1064-A2-R4_MC01g02903	Autosome	4	91.5	366	0	0.5	2
A2	MvSl-1064-A2-R4_MC01g02904	Autosome	10	73.5	735	0	0	0
A2	MvSl-1064-A2-R4_MC01g02905	Autosome	3	272	816	0	0	0
A2	MvSl-1064-A2-R4_MC01g02906	Autosome	4	77	308	0	0	0
A2	MvSl-1064-A2-R4_MC01g02907	Autosome	3	87.3333	262	0	0	0
A2	MvSl-1064-A2-R4_MC01g02908	Autosome	2	117	234	0	0	0
A2	MvSl-1064-A2-R4_MC01g02909	Autosome	2	59	118	0	0	0
A2	MvSl-1064-A2-R4_MC01g02910	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02911	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02912	Autosome	6	70	420	0	0	0
A2	MvSl-1064-A2-R4_MC01g02913	Autosome	1	51	51	0	0	0
A2	MvSl-1064-A2-R4_MC01g02914	Autosome	3	89.6667	269	0	0	0
A2	MvSl-1064-A2-R4_MC01g02915	Autosome	1	225	225	0	0	0
A2	MvSl-1064-A2-R4_MC01g02916	Autosome	4	123.75	495	0	0	0
A2	MvSl-1064-A2-R4_MC01g02917	Autosome	7	89.2857	625	0	0	0
A2	MvSl-1064-A2-R4_MC01g02918	Autosome	3	74	222	0	0	0
A2	MvSl-1064-A2-R4_MC01g02919	Autosome	2	92.5	185	0	0	0
A2	MvSl-1064-A2-R4_MC01g02920	Autosome	5	87.8	439	0	0	0
A2	MvSl-1064-A2-R4_MC01g02921	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC01g02922	Autosome	4	73	292	0	0	0
A2	MvSl-1064-A2-R4_MC01g02923	Autosome	10	72.7	727	0	0	0
A2	MvSl-1064-A2-R4_MC01g02924	Autosome	4	69.75	279	0	0	0
A2	MvSl-1064-A2-R4_MC01g02925	Autosome	3	179.667	539	0	0	0
A2	MvSl-1064-A2-R4_MC01g02926	Autosome	4	88.75	355	0	0	0
A2	MvSl-1064-A2-R4_MC01g02927	Autosome	1	72	72	0	0	0
A2	MvSl-1064-A2-R4_MC01g02928	Autosome	9	78.5556	707	0	0	0
A2	MvSl-1064-A2-R4_MC01g02929	Autosome	1	87	87	0	0	0
A2	MvSl-1064-A2-R4_MC01g02930	Autosome	16	83.375	1334	0	0	0
A2	MvSl-1064-A2-R4_MC01g02931	Autosome	2	108.5	217	0	0	0
A2	MvSl-1064-A2-R4_MC01g02932	Autosome	2	61.5	123	0	0	0
A2	MvSl-1064-A2-R4_MC01g02933	Autosome	2	59	118	0	0	0
A2	MvSl-1064-A2-R4_MC01g02934	Autosome	2	238	476	0	-68	-136
A2	MvSl-1064-A2-R4_MC01g02935	Autosome	2	118	236	0	0	0
A2	MvSl-1064-A2-R4_MC01g02937	Autosome	9	77	693	0	0	0
A2	MvSl-1064-A2-R4_MC01g02938	Autosome	5	81.2	406	0	0	0
A2	MvSl-1064-A2-R4_MC01g02939	Autosome	10	134.2	1342	0	0	0
A2	MvSl-1064-A2-R4_MC01g02940	Autosome	2	87	174	0	0	0
A2	MvSl-1064-A2-R4_MC01g02941	Autosome	3	88.6667	266	0	0	0
A2	MvSl-1064-A2-R4_MC01g02942	Autosome	4	68	272	0	0	0
A2	MvSl-1064-A2-R4_MC01g02943	Autosome	1	83	83	0	0	0
A2	MvSl-1064-A2-R4_MC01g02944	Autosome	3	81.3333	244	0	0	0
A2	MvSl-1064-A2-R4_MC01g02945	Autosome	7	97.7143	684	0	0	0
